dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 1
filename: echo-2023-012-2-0
the8x3_filename: 00870000
filename_extension: ebd
filename_label: echo-2023-012-2-0-ebd(00870000)
mission_name: regm20.mi
fileopen_time: Fri_Jan_13_13:01:59_2023
sensors_per_cycle: 106
num_label_lines: 3
num_segments: 1
segment_filename_0: echo-2023-012-2-0
sci_ad2cp_file_state sci_badd_error sci_badd_finished sci_badd_n_tries_to_connect sci_badd_power_on sci_badd_target_range sci_clothesline_time sci_generic_a sci_generic_b sci_generic_c sci_generic_d sci_generic_e sci_generic_f sci_generic_g sci_generic_h sci_generic_i sci_generic_j sci_generic_k sci_generic_l sci_generic_m sci_generic_n sci_generic_o sci_generic_p sci_generic_q sci_generic_r sci_generic_s sci_generic_t sci_generic_u sci_generic_v sci_generic_w sci_generic_x sci_generic_y sci_generic_z sci_log_time sci_m_disk_free sci_m_disk_usage sci_m_free_heap sci_m_min_free_heap sci_m_present_secs_into_mission sci_m_present_time sci_m_science_on sci_m_sram_free_heap sci_m_sram_min_free_heap sci_obsvr_file_offset sci_obsvr_is_installed sci_obsvr_processing_mode sci_obsvr_storage_capacity sci_obsvr_storage_used sci_obsvr_temp sci_obsvr_timestamp sci_obsvr_voltage sci_oxy4_c1amp sci_oxy4_c1rph sci_oxy4_c2amp sci_oxy4_c2rph sci_oxy4_calphase sci_oxy4_is_installed sci_oxy4_oxygen sci_oxy4_rawtemp sci_oxy4_saturation sci_oxy4_tcphase sci_oxy4_temp sci_oxy4_timestamp sci_proglet_time sci_rbrctd_cond_cell_temp_00 sci_rbrctd_conductivity_00 sci_rbrctd_count_00 sci_rbrctd_depth_00 sci_rbrctd_is_installed sci_rbrctd_pressure_00 sci_rbrctd_salinity_00 sci_rbrctd_seapressure_00 sci_rbrctd_temperature_00 sci_rbrctd_timestamp sci_reqd_heartbeat sci_sbmb_hw_ver sci_software_ver sci_svs603_a1 sci_svs603_a2 sci_svs603_b1 sci_svs603_b2 sci_svs603_dom_period sci_svs603_heading sci_svs603_hmax sci_svs603_hmax2 sci_svs603_hs sci_svs603_index sci_svs603_is_running sci_svs603_pmax sci_svs603_run_state sci_svs603_stop_state sci_svs603_timestamp sci_svs603_wave_dir sci_systime sci_viper_collect_time sci_viper_collecting sci_viper_error sci_viper_finished sci_viper_target sci_wants_comms sci_wants_surface sci_water_cond sci_water_pressure sci_water_temp sci_x_disk_files_removed sci_x_sent_data_files
NaN NaN NaN NaN NaN NaN 832 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 312.438 1673615231 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 997.5 41.137 985.9 6.499 33.673 NaN 413.327 848.7 96.058 34.637 2.14 NaN 125 1.8737 27.9017 1 24.9958 NaN 35.2829 31.2684 25.1504 2.1271 1673615230.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 336965 NaN NaN NaN NaN NaN NaN NaN 2.79017 2.51504 2.1271 NaN NaN
NaN NaN NaN NaN NaN NaN 815 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 313.438 1673615232 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 128 1.8737 27.9016 1 25.1069 NaN 35.3946 31.2676 25.2621 2.1278 1673615231.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 337964 NaN NaN NaN NaN NaN NaN NaN 2.79016 2.52621 2.1278 NaN NaN
NaN NaN NaN NaN NaN NaN 830 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 314.438 1673615233 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 996.1 41.136 984.7 6.501 33.671 NaN 413.394 848.7 96.077 34.635 2.141 NaN 132 1.9187 27.902 1 25.2124 NaN 35.5008 31.2676 25.3683 2.1282 1673615232.976 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 338964 NaN NaN NaN NaN NaN NaN NaN 2.7902 2.53683 2.1282 NaN NaN
NaN NaN NaN NaN NaN NaN 802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 315.438 1673615234 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 136 1.8287 27.9036 1 25.33 NaN 35.6191 31.2695 25.4866 2.1283 1673615233.976 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 339963 NaN NaN NaN NaN NaN NaN NaN 2.79036 2.54866 2.1283 NaN NaN
NaN NaN NaN NaN NaN NaN 829 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 316.438 1673615235 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 994.7 41.136 983.6 6.502 33.67 NaN 413.385 848.6 96.077 34.634 2.142 NaN 128 1.9637 27.9038 1 25.4353 NaN 35.7251 31.2665 25.5926 2.1315 1673615234.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 340962 NaN NaN NaN NaN NaN NaN NaN 2.79038 2.55926 2.1315 NaN NaN
NaN NaN NaN NaN NaN NaN 773 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 317.438 1673615236 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 175 1.8287 27.9033 1 25.5466 NaN 35.8371 31.2653 25.7046 2.1321 1673615235.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 341962 NaN NaN NaN NaN NaN NaN NaN 2.79033 2.57046 2.1321 NaN NaN
NaN NaN NaN NaN NaN NaN 833 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 318.438 1673615237 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 993 41.135 982.6 6.501 33.67 NaN 413.422 848.7 96.082 34.634 2.141 NaN 126 1.8287 27.9018 1 25.6568 NaN 35.948 31.2664 25.8155 2.129 1673615236.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 342961 NaN NaN NaN NaN NaN NaN NaN 2.79018 2.58155 2.129 NaN NaN
NaN NaN NaN NaN NaN NaN 792 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 319.438 1673615238 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 152 1.9637 27.9036 1 25.7733 NaN 36.0652 31.2686 25.9327 2.129 1673615237.98 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 343961 NaN NaN NaN NaN NaN NaN NaN 2.79036 2.59327 2.129 NaN NaN
NaN NaN NaN NaN NaN NaN 782 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 320.438 1673615239 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 990.8 41.136 981.4 6.502 33.67 NaN 413.449 848.7 96.086 34.634 2.14 NaN 171 1.9637 27.9072 1 25.8822 NaN 36.1747 31.2699 26.0422 2.132 1673615238.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 344960 NaN NaN NaN NaN NaN NaN NaN 2.79072 2.60422 2.132 NaN NaN
NaN NaN NaN NaN NaN NaN 833 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 321.438 1673615240 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 125 1.8737 27.9057 1 25.9886 NaN 36.2817 31.2663 26.1492 2.1338 1673615239.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 345960 NaN NaN NaN NaN NaN NaN NaN 2.79057 2.61492 2.1338 NaN NaN
NaN NaN NaN NaN NaN NaN 827 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 322.438 1673615241 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 988.3 41.136 980.1 6.502 33.669 NaN 413.486 848.7 96.092 34.633 2.139 NaN 131 1.8287 27.9004 1 26.1004 NaN 36.3943 31.2629 26.2618 2.1305 1673615240.976 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 346959 NaN NaN NaN NaN NaN NaN NaN 2.79004 2.62618 2.1305 NaN NaN
NaN NaN NaN NaN NaN NaN 824 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 323.438 1673615242 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 124 1.8737 27.9049 1 26.2095 NaN 36.5041 31.2724 26.3716 2.1265 1673615241.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 347959 NaN NaN NaN NaN NaN NaN NaN 2.79049 2.63716 2.1265 NaN NaN
NaN NaN NaN NaN NaN NaN 780 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 324.438 1673615243 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 985.9 41.134 978.8 6.501 33.668 NaN 413.523 848.7 96.1 34.632 2.139 NaN 170 1.9187 27.9056 1 26.3159 NaN 36.6111 31.2699 26.4786 2.1299 1673615242.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 348958 NaN NaN NaN NaN NaN NaN NaN 2.79056 2.64786 2.1299 NaN NaN
NaN NaN NaN NaN NaN NaN 833 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 325.438 1673615244 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 124 1.8737 27.9022 1 26.4358 NaN 36.7317 31.2649 26.5992 2.1305 1673615243.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 349957 NaN NaN NaN NaN NaN NaN NaN 2.79022 2.65992 2.1305 NaN NaN
NaN NaN NaN NaN NaN NaN 749 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 326.438 1673615245 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 983.2 41.135 977.3 6.503 33.668 NaN 413.547 848.7 96.105 34.632 2.139 NaN 200 1.8737 27.9064 1 26.5708 NaN 36.8676 31.2719 26.7351 2.1287 1673615244.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 350957 NaN NaN NaN NaN NaN NaN NaN 2.79064 2.67351 2.1287 NaN NaN
NaN NaN NaN NaN NaN NaN 812 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 327.438 1673615246 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 136 1.8737 27.9052 1 26.6537 NaN 36.951 31.2701 26.8185 2.129 1673615245.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 351956 NaN NaN NaN NaN NaN NaN NaN 2.79052 2.68185 2.129 NaN NaN
NaN NaN NaN NaN NaN NaN 771 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 328.438 1673615247 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 980.5 41.134 975.7 6.501 33.669 NaN 413.472 848.7 96.093 34.633 2.141 NaN 170 1.8287 27.9048 1 26.7681 NaN 37.0661 31.2694 26.9336 2.1291 1673615246.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 352956 NaN NaN NaN NaN NaN NaN NaN 2.79048 2.69336 2.1291 NaN NaN
NaN NaN NaN NaN NaN NaN 830 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 329.438 1673615248 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 123 1.7835 27.9073 1 26.8766 NaN 37.1753 31.2715 27.0428 2.1301 1673615247.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 353955 NaN NaN NaN NaN NaN NaN NaN 2.79073 2.70428 2.1301 NaN NaN
NaN NaN NaN NaN NaN NaN 829 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 330.438 1673615249 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 977.1 41.135 973.9 6.503 33.669 NaN 413.494 848.7 96.095 34.633 2.139 NaN 128 1.8737 27.9048 1 26.9882 NaN 37.2876 31.268 27.1551 2.1304 1673615248.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 354954 NaN NaN NaN NaN NaN NaN NaN 2.79048 2.71551 2.1304 NaN NaN
NaN NaN NaN NaN NaN NaN 805 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 331.438 1673615250 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 155 1.8737 27.9062 1 27.0965 NaN 37.3966 31.2703 27.2641 2.1298 1673615249.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 355954 NaN NaN NaN NaN NaN NaN NaN 2.79062 2.72641 2.1298 NaN NaN
NaN NaN NaN NaN NaN NaN 722 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 332.438 1673615251 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 973.6 41.135 972 6.503 33.667 NaN 413.551 848.7 96.106 34.631 2.139 NaN 211 1.8737 27.9079 1 27.2112 NaN 37.5119 31.2732 27.3794 2.1289 1673615250.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 356953 NaN NaN NaN NaN NaN NaN NaN 2.79079 2.73794 2.1289 NaN NaN
NaN NaN NaN NaN NaN NaN 760 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 333.438 1673615252 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 191 1.9187 27.9063 1 27.3258 NaN 37.6272 31.2692 27.4947 2.131 1673615251.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 357953 NaN NaN NaN NaN NaN NaN NaN 2.79063 2.74947 2.131 NaN NaN
NaN NaN NaN NaN NaN NaN 826 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 334.438 1673615253 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 970.1 41.133 969.9 6.503 33.667 NaN 413.542 848.7 96.109 34.631 2.14 NaN 127 1.8737 27.9095 1 27.4366 NaN 37.7387 31.2727 27.6062 2.1312 1673615252.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 358952 NaN NaN NaN NaN NaN NaN NaN 2.79095 2.76062 2.1312 NaN NaN
NaN NaN NaN NaN NaN NaN 802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 335.438 1673615254 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 156 1.9187 27.9094 1 27.5506 NaN 37.8534 31.2703 27.7209 2.1336 1673615253.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 359951 NaN NaN NaN NaN NaN NaN NaN 2.79094 2.77209 2.1336 NaN NaN
NaN NaN NaN NaN NaN NaN 784 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 336.438 1673615255 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 966.9 41.132 967.8 6.5 33.668 NaN 413.525 848.7 96.104 34.632 2.14 NaN 159 1.8737 27.9099 1 27.6578 NaN 37.9613 31.2705 27.8288 2.134 1673615254.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 360951 NaN NaN NaN NaN NaN NaN NaN 2.79099 2.78288 2.134 NaN NaN
NaN NaN NaN NaN NaN NaN 819 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 337.438 1673615256 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 140 1.9637 27.9101 1 27.773 NaN 38.0772 31.2717 27.9447 2.1329 1673615255.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 361950 NaN NaN NaN NaN NaN NaN NaN 2.79101 2.79447 2.1329 NaN NaN
NaN NaN NaN NaN NaN NaN 731 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 338.438 1673615257 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 963.7 41.132 965.7 6.5 33.668 NaN 413.533 848.7 96.101 34.632 2.138 NaN 222 1.8737 27.9097 1 27.8758 NaN 38.1807 31.27 28.0482 2.1341 1673615256.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 362950 NaN NaN NaN NaN NaN NaN NaN 2.79097 2.80482 2.1341 NaN NaN
NaN NaN NaN NaN NaN NaN 808 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 339.438 1673615258 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 152 1.8287 27.9078 1 27.9869 NaN 38.2924 31.2694 28.1599 2.1322 1673615257.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 363949 NaN NaN NaN NaN NaN NaN NaN 2.79078 2.81599 2.1322 NaN NaN
NaN NaN NaN NaN NaN NaN 771 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 340.438 1673615259 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 960.5 41.132 963.4 6.501 33.667 NaN 413.566 848.7 96.108 34.631 2.138 NaN 169 1.8737 27.912 1 28.1037 NaN 38.4099 31.2748 28.2774 2.1319 1673615258.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 364949 NaN NaN NaN NaN NaN NaN NaN 2.7912 2.82774 2.1319 NaN NaN
NaN NaN NaN NaN NaN NaN 834 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 341.438 1673615260 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 122 1.9637 27.9137 1 28.2159 NaN 38.5228 31.2751 28.3903 2.1337 1673615259.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 365948 NaN NaN NaN NaN NaN NaN NaN 2.79137 2.83903 2.1337 NaN NaN
NaN NaN NaN NaN NaN NaN 786 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 342.438 1673615261 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 957.6 41.129 961.1 6.503 33.663 NaN 413.673 848.7 96.14 34.627 2.141 NaN 167 1.8737 27.9098 1 28.3258 NaN 38.6334 31.2677 28.5009 2.1362 1673615260.976 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 366948 NaN NaN NaN NaN NaN NaN NaN 2.79098 2.85009 2.1362 NaN NaN
NaN NaN NaN NaN NaN NaN 783 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 343.438 1673615262 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 163 1.8287 27.9155 1 28.4429 NaN 38.7512 31.2787 28.6187 2.1322 1673615261.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 367947 NaN NaN NaN NaN NaN NaN NaN 2.79155 2.86187 2.1322 NaN NaN
NaN NaN NaN NaN NaN NaN 826 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 344.438 1673615263 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 954.6 41.129 959.1 6.5 33.665 NaN 413.6 848.7 96.124 34.629 2.141 NaN 132 1.8287 27.9117 1 28.5446 NaN 38.8536 31.2685 28.7211 2.1376 1673615262.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 368946 NaN NaN NaN NaN NaN NaN NaN 2.79117 2.87211 2.1376 NaN NaN
NaN NaN NaN NaN NaN NaN 802 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5 NaN NaN NaN NaN 345.438 1673615264 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 148 1.8287 27.9142 1 28.6672 NaN 38.9769 31.2752 28.8444 2.134 1673615263.975 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 369946 NaN NaN NaN NaN NaN NaN NaN 2.79142 2.88444 2.134 NaN NaN
NaN NaN NaN NaN NaN NaN 822 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4 NaN NaN NaN NaN 346.438 1673615265 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 951.7 41.127 957.5 6.502 33.662 NaN 413.707 848.7 96.149 34.626 2.141 NaN 126 1.8737 27.9152 1 28.7771 NaN 39.0876 31.2744 28.9551 2.136 1673615264.974 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 370945 NaN NaN NaN NaN NaN NaN NaN 2.79152 2.89551 2.136 NaN NaN
