dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-291-0-0
the8x3_filename: 00240000
filename_extension: tbd
filename_label: sunfish-2021-291-0-0-tbd(00240000)
mission_name: status.mi
fileopen_time: Tue_Oct_19_13:47:16_2021
sensors_per_cycle: 18
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-291-0-0
sci_flbbcd_bb_ref sci_flbbcd_bb_sig sci_flbbcd_bb_units sci_flbbcd_cdom_ref sci_flbbcd_cdom_sig sci_flbbcd_cdom_units sci_flbbcd_chlor_ref sci_flbbcd_chlor_sig sci_flbbcd_chlor_units sci_flbbcd_therm sci_m_present_secs_into_mission sci_m_present_time sci_oxy4_oxygen sci_oxy4_saturation sci_oxy4_temp sci_water_cond sci_water_pressure sci_water_temp 
700 4130 0.0073984 460 141 8.2264 695 2696 19.3523 541 26.92 1634651261.335 278.604 93.384 17.557 0.0002 -0.01129 16.6686 
700 4130 0.0073984 460 140 8.136 695 2691 19.3158 541 27.92 1634651262.335 NaN NaN NaN 0.00024 -0.01092 16.6258 
700 4130 0.0073984 460 142 8.3168 695 2689 19.3012 540 28.92 1634651263.335 279.277 93.582 17.543 0.00028 -0.01055 16.606 
700 4130 0.0073984 460 141 8.2264 695 2690 19.3085 541 29.92 1634651264.335 NaN NaN NaN 0.00019 -0.01073 16.5757 
700 4130 0.0073984 460 141 8.2264 695 2686 19.2793 540 30.92 1634651265.335 278.901 93.534 17.583 0.0003 -0.01115 16.5526 
700 4130 0.0073984 460 139 8.0456 695 2688 19.2939 540 31.92 1634651266.335 NaN NaN NaN 0.0002 -0.01093 16.526 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 32.92 1634651267.335 278.548 93.477 17.615 0.00022 -0.01119 16.5088 
700 4130 0.0073984 460 141 8.2264 695 2686 19.2793 540 33.92 1634651268.335 NaN NaN NaN 0.00036 -0.01115 16.4984 
700 4130 0.0073984 460 141 8.2264 695 2687 19.2866 540 34.92 1634651269.335 278.506 93.477 17.622 0.0003 -0.01056 16.496 
700 4130 0.0073984 460 141 8.2264 695 2684 19.2647 540 35.92 1634651270.335 NaN NaN NaN 0.00034 -0.01119 16.4871 
700 4130 0.0073984 460 139 8.0456 695 2684 19.2647 540 36.92 1634651271.335 278.271 93.432 17.64 0.00016 -0.01119 16.4774 
700 4130 0.0073984 460 140 8.136 695 2685 19.272 540 37.92 1634651272.335 NaN NaN NaN 0.0001 -0.01067 16.4735 
700 4130 0.0073984 460 141 8.2264 695 2685 19.272 540 38.92 1634651273.335 278.259 93.473 17.663 0.00021 -0.01094 16.4544 
700 4130 0.0073984 460 139 8.0456 695 2684 19.2647 540 39.92 1634651274.335 NaN NaN NaN 0.00026 -0.01097 16.4466 
700 4130 0.0073984 460 141 8.2264 695 2684 19.2647 540 40.92 1634651275.335 278.381 93.533 17.673 0.0002 -0.01119 16.4253 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 41.92 1634651276.335 NaN NaN NaN 0.00014 -0.01077 16.4216 
700 4130 0.0073984 460 141 8.2264 695 2685 19.272 540 42.92 1634651277.335 278.434 93.57 17.683 0.00014 -0.0112 16.4299 
700 4130 0.0073984 460 141 8.2264 695 2681 19.2428 540 43.92 1634651278.335 NaN NaN NaN 0.00022 -0.01044 16.4506 
700 4130 0.0073984 460 126 6.8704 695 2683 19.2574 540 44.92 1634651279.335 278.618 93.63 17.682 0.00027 -0.01035 16.4731 
700 4130 0.0073984 460 141 8.2264 695 2680 19.2355 540 45.92 1634651280.335 NaN NaN NaN 0.00022 -0.01099 16.4987 
700 4130 0.0073984 460 141 8.2264 695 2679 19.2282 540 46.92 1634651281.335 278.458 93.597 17.692 0.00022 -0.011 16.5425 
700 4130 0.0073984 460 140 8.136 695 2681 19.2428 540 47.92 1634651282.335 NaN NaN NaN 0.00029 -0.01077 16.5652 
700 4130 0.0073984 460 141 8.2264 695 2682 19.2501 539 48.92 1634651283.335 278.553 93.62 17.688 0.00016 -0.01108 16.621 
700 4130 0.0073984 460 141 8.2264 695 2680 19.2355 539 49.92 1634651284.335 NaN NaN NaN 0.00024 -0.01087 16.6622 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 50.92 1634651285.335 279.173 93.819 17.683 0.00025 -0.01088 16.6944 
700 4130 0.0073984 460 140 8.136 695 2679 19.2282 539 51.92 1634651286.335 NaN NaN NaN 0.00023 -0.01113 16.7147 
700 4130 0.0073984 460 98 4.3392 695 2681 19.2428 539 52.92 1634651287.335 278.195 93.344 17.607 0.00023 -0.01092 16.7335 
700 4130 0.0073984 460 50 0 695 2680 19.2355 539 53.92 1634651288.335 NaN NaN NaN 0.00019 -0.01051 16.7428 
700 4130 0.0073984 460 50 0 695 2682 19.2501 539 54.92 1634651289.335 281.205 94.131 17.493 0.00029 -0.01096 16.7417 
700 4130 0.0073984 460 50 0 695 2680 19.2355 539 55.92 1634651290.335 NaN NaN NaN 0.00025 -0.01076 16.7489 
700 4130 0.0073984 460 50 0 695 2680 19.2355 539 56.92 1634651291.335 280.806 94.178 17.586 0.00017 -0.01121 16.7526 
700 4130 0.0073984 460 50 0 695 2678 19.2209 539 57.92 1634651292.335 NaN NaN NaN 0.0002 -0.01104 16.7742 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 58.92 1634651293.335 280.003 94.032 17.649 0.00013 -0.01043 16.7643 
700 4130 0.0073984 460 50 0 695 2682 19.2501 539 59.92 1634651294.335 NaN NaN NaN 0.00026 -0.01107 16.7433 
700 4130 0.0073984 460 50 0 695 2679 19.2282 539 60.92 1634651295.335 279.049 93.814 17.702 9e-05 -0.01063 16.6948 
700 4130 0.0073984 460 66 1.4464 695 2677 19.2136 539 61.92 1634651296.335 NaN NaN NaN 0.00026 -0.01098 16.6836 
700 4130 0.0073984 460 78 2.5312 695 2676 19.2063 539 62.92 1634651297.335 279.112 93.846 17.708 0.00017 -0.01088 16.6735 
700 4130 0.0073984 460 50 0 695 2678 19.2209 539 63.92 1634651298.335 NaN NaN NaN 0.00025 -0.0107 16.6929 
700 4130 0.0073984 460 50 0 695 2676 19.2063 539 64.92 1634651299.335 278.936 93.821 17.725 0.00015 -0.01039 16.7059 
700 4130 0.0073984 460 50 0 695 2678 19.2209 539 65.92 1634651300.335 NaN NaN NaN 0.0002 -0.01081 16.7337 
700 4130 0.0073984 460 50 0 695 2676 19.2063 539 66.92 1634651301.335 279.019 93.883 17.743 0.00018 -0.01052 16.7373 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 67.92 1634651302.335 NaN NaN NaN 0.00027 -0.01119 16.7646 
700 4130 0.0073984 460 68 1.6272 695 2679 19.2282 538 68.92 1634651303.335 279.554 94.038 17.73 0.00013 -0.01068 16.7809 
700 4130 0.0073984 460 58 0.7232 695 2678 19.2209 538 69.92 1634651304.335 NaN NaN NaN 0.00023 -0.01137 16.8166 
700 4130 0.0073984 460 78 2.5312 695 2675 19.199 538 70.92 1634651305.335 279.181 93.941 17.744 0.00029 -0.01098 16.8265 
700 4130 0.0073984 460 68 1.6272 695 2677 19.2136 538 71.92 1634651306.335 NaN NaN NaN 0.00015 -0.01091 16.8342 
700 4130 0.0073984 460 50 0 695 2677 19.2136 538 72.92 1634651307.335 279.161 93.979 17.768 0.00023 -0.01051 16.8009 
700 4130 0.0073984 460 59 0.8136 695 2677 19.2136 538 73.92 1634651308.335 NaN NaN NaN 0.00022 -0.0116 16.8165 
700 4130 0.0073984 460 69 1.7176 695 2677 19.2136 538 74.92 1634651309.335 279.45 94.107 17.783 0.0002 -0.01099 16.8572 
700 4130 0.0073984 460 79 2.6216 695 2678 19.2209 538 75.92 1634651310.335 NaN NaN NaN 0.00026 -0.01093 16.8634 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 76.92 1634651311.335 279.409 94.15 17.813 0.00029 -0.01064 16.8272 
